name,file,tactics_count,tactics
last_holder'_input_extend,systems/LiveLockServ.v,132,intros;induction;simpl;destruct;simpl;congruence;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;simpl;destruct;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;simpl;destruct;simpl;destruct;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;simpl;destruct;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;simpl;destruct;simpl;destruct;simpl;destruct;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;simpl;destruct;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;simpl;destruct;simpl;destruct;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence;destruct;simpl;destruct;congruence;destruct;simpl;congruence;destruct;congruence;destruct;simpl;congruence
LockServ_nwnw_input_handlers_new_new,systems/LiveLockServ.v,19,intros;apply;destruct;destruct;simpl;repeat;tuple_inversion;simpl;tauto;simpl;repeat;tuple_inversion;simpl;tauto;simpl;repeat;tuple_inversion;simpl;tauto
PrimaryNetHandler_no_msgs,systems/Counter.v,7,intros;unfold;destruct;simpl;inversion;subst;reflexivity
log_input_handlers_spec,systems/LogCorrect.v,135,intros;unfold;destruct;unfold;destruct;inversion;subst;clear;simpl;unfold;destruct;exists;repeat;split;simpl;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;inversion;subst;clear;simpl;unfold;destruct;exists;repeat;split;simpl;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity;simpl;unfold;simpl;rewrite;simpl;inversion;subst;reflexivity
log_step_failure_star_simulation,systems/LogCorrect.v,0,
step_ordered_failure_serialized_simulation_star,systems/SerializedMsgParamsCorrect.v,5,move;have;have;rewrite;exact
tot_map_net_label_event_inf_often_occurred_conv,core/TotalMapExecutionSimulations.v,19,cofix;intros;inversion;simpl;destruct;exfalso;simpl;destruct;contradiction;simpl;destruct;exists;split;simpl;destruct;simpl;subst;apply;apply
inputs_m_inr,systems/PrimaryBackup.v,3,intros;simpl;reflexivity
Nth_app,systems/LiveLockServ.v,7,intros;induction;simpl;constructor;auto;apply;apply
pt_ext_init_handlers_fun_eq,core/PartialExtendedMapSimulations.v,5,apply;intro;rewrite;rewrite;reflexivity
nwnw_lock,systems/LiveLockServ.v,19,intros;unfold;repeat;split;intros;simpl;congruence;destruct;simpl;congruence;destruct;simpl;congruence;destruct;simpl;congruence;destruct;simpl;congruence
locks_correct_net_handlers,systems/LiveLockServ.v,649,intros;unfold;destruct;simpl;destruct;simpl;repeat;break_match;repeat;tuple_inversion;subst;simpl;congruence;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;simpl;repeat;break_match;repeat;tuple_inversion;subst;simpl;congruence;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;simpl;repeat;break_match;repeat;tuple_inversion;subst;simpl;congruence;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;simpl;destruct;simpl;repeat;break_match;repeat;tuple_inversion;subst;simpl;congruence;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;simpl;repeat;break_match;repeat;tuple_inversion;subst;simpl;congruence;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;simpl;repeat;break_match;repeat;tuple_inversion;subst;simpl;congruence;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;apply;destruct;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto;destruct;subst;simpl;unfold;intros;specialize;break_exists;rewrite;eauto
step_ordered_dynamic_failure_tot_one_mapped_simulation_star_1,core/SingleSimulations.v,8,move;have;exact;have;have;exists;apply;exact
decomposition_invariant,core/StatePacketPacketDecomposition.v,142,constructor;unfold;constructor;apply;constructor;intros;inversion;constructor;unfold;intros;unfold;destruct;destruct;constructor;apply;eauto;apply;apply;intuition;apply;intuition;simpl;intuition;constructor;intros;apply;eauto;apply;apply;intuition;apply;intuition;simpl;intuition;apply;apply;intuition;apply;intuition;simpl;intuition;apply;eauto;apply;intuition;apply;intuition;apply;intros;apply;eauto;apply;apply;intuition;apply;intuition;simpl;intuition;apply;destruct;simpl;subst;apply;exists;simpl;intuition;apply;apply;eauto;apply;apply;eauto;apply;apply;intuition;apply;intuition;simpl;intuition;intros;apply;eauto;apply;apply;intuition;apply;intuition;simpl;intuition;apply;apply;intuition;apply;intuition;simpl;intuition;apply;eauto;apply;intuition;apply;intuition;apply;constructor;apply;eauto;constructor;intros;apply;eauto;apply;apply;intuition;apply;intuition;simpl;intuition;intros;apply;eauto;apply;destruct;simpl;subst;apply;exists;simpl;intuition;apply;apply;apply;eauto;intros;apply;eauto;apply;apply;intuition;apply;intuition;simpl;intuition
map_id_tr,core/GhostSimulations.v,13,induction;reflexivity;simpl;destruct;destruct;simpl;f_equal;apply;simpl;f_equal;rewrite;reflexivity;apply
step_ordered_failure_tot_one_mapped_simulation_1,core/SingleSimulations.v,0,
step_ordered_pt_mapped_simulation_1,core/PartialMapSimulations.v,54,move;inversion;subst;simpl;case;left;apply;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;f_equal;rewrite;rewrite;rewrite;rewrite;right;have;split;rewrite;f_equal;rewrite;rewrite;have;simpl;rewrite;rewrite;rewrite;case;left;apply;rewrite;rewrite;rewrite;f_equal;rewrite;rewrite;rewrite;simpl;rewrite;rewrite;right;have;split;rewrite;f_equal;rewrite;rewrite;rewrite;simpl;rewrite;rewrite
step_ordered_failure_pt_mapped_simulation_1,core/PartialMapSimulations.v,110,move;inversion;subst;simpl;case;left;apply;rewrite;have;rewrite;rewrite;move;have;apply;apply;move;rewrite;rewrite;have;rewrite;rewrite;rewrite;apply;apply;apply;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;right;have;move;split;rewrite;apply;apply;apply;rewrite;rewrite;rewrite;rewrite;rewrite;split;rewrite;rewrite;rewrite;case;left;apply;move;have;apply;apply;move;rewrite;rewrite;have;rewrite;rewrite;rewrite;apply;apply;apply;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;right;have;move;split;rewrite;apply;apply;apply;rewrite;rewrite;rewrite;rewrite;rewrite;split;rewrite;rewrite;rewrite;rewrite;rewrite;left;apply;move;have;apply;apply;move;rewrite;rewrite;rewrite;apply;apply;apply;rewrite;have;rewrite;rewrite;rewrite
lb_step_ordered_dynamic_failure_pt_mapped_simulation_1_non_silent,core/PartialMapExecutionSimulations.v,82,intros;inversion;subst;simpl;apply;simpl;apply;assumption;rewrite;apply;assumption;rewrite;rewrite;reflexivity;rewrite;rewrite;reflexivity;rewrite;rewrite;reflexivity;rewrite;f_equal;reflexivity;apply;apply;rewrite;reflexivity;apply;case;subst;rewrite;rewrite;reflexivity;rewrite;assumption;rewrite;case;rewrite;reflexivity;apply;simpl;apply;assumption;rewrite;apply;assumption;rewrite;rewrite;reflexivity;rewrite;rewrite;reflexivity;rewrite;f_equal;reflexivity;apply;apply;rewrite;reflexivity;apply;case;subst;rewrite;rewrite;reflexivity;rewrite;assumption;rewrite;case;simpl;case;rewrite;rewrite;reflexivity;exfalso;apply;rewrite;reflexivity;exfalso;apply;rewrite;reflexivity
inputs_with_key_plus_key,systems/VarD.v,20,intros;induction;simpl;rewrite;destruct;contradiction;reflexivity;simpl;destruct;simpl;rewrite;auto;rewrite;destruct;contradiction;reflexivity;rewrite;destruct;contradiction;reflexivity
remove_neq_o,lib/FMapVeryWeak.v,8,intros;unfold;rewrite;reflexivity;intro;apply;apply;assumption
ack_in_flight_to_primary_backup,systems/Counter.v,12,intros;unfold;simpl;destruct;simpl;destruct;simpl;auto;destruct;simpl;congruence;auto
step_1_star_trace_state_correct,systems/VarD.v,55,intros;induction;unfold;intros;simpl;unfold;simpl;unfold;simpl;reflexivity;unfold;intros;simpl;unfold;simpl;unfold;simpl;destruct;simpl;inversion;subst;simpl;unfold;unfold;unfold;unfold;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;destruct;simpl;congruence;reflexivity;apply
LockServ_nwnw_net_handlers_old_new,systems/LiveLockServ.v,69,intros;unfold;destruct;simpl;destruct;simpl;intuition;exfalso;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto
not_in_map_not_in_failed,core/TotalMapSimulations.v,8,intros;intro;apply;apply;exists;split;apply;exact
pt_ext_map_update_eq,core/PartialExtendedMapSimulations.v,10,intros;apply;intros;unfold;destruct;subst;rewrite;reflexivity;rewrite;reflexivity
step_ordered_dynamic_star_lb_step_reachable,core/LabeledNet.v,82,intros;induction;apply;inversion;subst;apply;auto;apply;simpl;destruct;inversion;subst;reflexivity;apply;simpl;destruct;inversion;subst;reflexivity;apply;simpl;destruct;inversion;subst;reflexivity;apply;simpl;destruct;inversion;subst;reflexivity;apply;simpl;destruct;inversion;subst;reflexivity;apply;auto;apply;simpl;destruct;inversion;subst;reflexivity;apply;simpl;destruct;inversion;subst;reflexivity;apply;simpl;destruct;inversion;subst;reflexivity;apply;simpl;destruct;inversion;subst;reflexivity;apply;auto;apply;simpl;destruct;inversion;subst;reflexivity;apply;simpl;destruct;inversion;subst;reflexivity;apply;apply;auto;apply;assumption
pt_map_odnet_tot_map_label_event_strong_fairness,core/PartialMapExecutionSimulations.v,10,move;have;auto;move;apply;apply;case;rewrite;move;rewrite
step_1_star_singleton_trace,systems/PrimaryBackup.v,20,intros;inversion;subst;inversion;subst;assumption;simpl;destruct;simpl;discriminate;inversion;subst;inversion;subst;assumption;inversion;subst;inversion;subst;assumption
lb_step_ordered_failure_tot_mapped_simulation_1,core/TotalMapExecutionSimulations.v,45,intros;inversion;subst;simpl;apply;rewrite;rewrite;reflexivity;apply;assumption;rewrite;reflexivity;rewrite;reflexivity;rewrite;f_equal;extensionality;extensionality;rewrite;reflexivity;extensionality;rewrite;reflexivity;rewrite;reflexivity;apply;apply;assumption;rewrite;reflexivity;rewrite;reflexivity;rewrite;f_equal;extensionality;extensionality;rewrite;reflexivity;extensionality;rewrite;reflexivity;simpl;rewrite;reflexivity;apply
step_failure_serialize_simulation_star,systems/SerializedMsgParamsCorrect.v,19,intros;change;change;move;induction;rewrite;exact;concludes;repeat;find_rewrite;destruct;destruct;rewrite;find_apply_lem_hyp;rewrite;apply;rewrite;apply;exact
reachable_intro,systems/LiveLockServ.v,4,intros;unfold;exists;exact
refl_trans_n1_1n_trace,core/Net.v,5,intros;induction;constructor;apply;auto
adjacent_to_irreflexive,core/NameOverlay.v,2,intros;apply
lb_step_execution_lb_step_ordered_dynamic_failure_tot_map_odnet_infseq,core/TotalMapExecutionSimulations.v,16,move;apply;have;inversion;subst;exists;exists;split;rewrite;apply;exists;exists;split;rewrite;apply;exists
In_n_Nodes,systems/LockServ.v,13,intro;destruct;unfold;unfold;apply;right;apply;apply;unfold;unfold;apply;left;reflexivity
last_holder'_locked_some_eq,systems/LockServ.v,33,intros;induction;simpl;destruct;congruence;rewrite;simpl;destruct;destruct;destruct;simpl;destruct;congruence;destruct;congruence;apply;congruence;destruct;congruence;destruct;congruence;destruct;congruence;apply;congruence;destruct;congruence;destruct;congruence;destruct;congruence;apply;congruence
locks_correct_unlock_true_to_false,systems/LockServ.v,16,intros;unfold;intros;exists;unfold;repeat;split;assumption;destruct;exists;rewrite;reflexivity;unfold;destruct;contradiction;assumption
tot_map_in_snd,core/TotalMapSimulations.v,13,intros;unfold;induction;simpl;contradiction;simpl;destruct;simpl;destruct;inversion;reflexivity;apply;assumption
locks_correct_true_at_head_of_queue,systems/LiveLockServ.v,5,intros;specialize;destruct;apply;assumption
dup_drop_step_star_step_n1,core/DupDropReordering.v,7,intros;apply;apply;apply;exact;apply;exact
locks_correct_invariant,systems/LiveLockServ.v,2,intros;apply
locks_correct_unlock_at_head,systems/LiveLockServ.v,10,intros;unfold;specialize;destruct;unfold;destruct;destruct;apply;rewrite;reflexivity
network_eq,systems/SeqNumCorrect.v,5,intros;destruct;simpl;subst;reflexivity
locks_correct_locked_invariant,systems/LiveLockServ.v,0,
post_net_analyze_sent_packet,core/StatePacketPacketDecomposition.v,19,intros;apply;destruct;apply;destruct;apply;destruct;simpl;subst;left;split;assumption;reflexivity;right;apply;tauto;right;apply;tauto
ZOOOPST_cons_intro,systems/PrimaryBackup.v,8,intros;unfold;intros;destruct;subst;apply;apply;apply
Nth_tl,systems/LiveLockServ.v,9,intros;induction;inversion;simpl;inversion;subst;assumption;apply;assumption
NOABT_singleton_inl,systems/PrimaryBackup.v,17,intros;simpl;destruct;subst;intros;simpl;destruct;contradiction;left;reflexivity;destruct;contradiction;left;reflexivity;left;reflexivity;contradiction
locks_correct_locked_at_head,systems/LockServ.v,9,intros;unfold;specialize;destruct;unfold;destruct;destruct;apply;congruence
pt_map_odnet_tot_map_labeled_event_state_continuously_enabled,core/PartialMapExecutionSimulations.v,14,intros;apply;apply;apply;apply;auto;apply;assumption;apply;apply;apply;apply;apply;apply
ZOOOPST_singleton_singleton,systems/PrimaryBackup.v,12,intros;simpl;destruct;subst;intros;simpl;injection;subst;right;exists;reflexivity;contradiction
last_holder'_no_out_extend,systems/LiveLockServ.v,23,intros;induction;simpl;destruct;congruence;destruct;simpl;destruct;congruence;repeat;break_match;congruence;apply;assumption;destruct;simpl;destruct;congruence;repeat;break_match;congruence;apply;assumption
pt_nodup_perm_map_map_pair_perm,core/PartialMapSimulations.v,0,
lb_step_ordered_dynamic_failure_pt_mapped_simulation_1_silent,core/PartialMapExecutionSimulations.v,0,
in_failed_exclude,core/TotalMapSimulations.v,3,intros;apply;tauto
