name,file,tactics_count,tactics
in_tot_map_name,core/TotalMapSimulations.v,40,move;have;have;have;reflexivity;rewrite;have;have;assumption;have;have;assumption;have;assumption;have;clear;induction;simpl;simpl;simpl;case;inversion;rewrite;rewrite;left;f_equal;apply;rewrite;rewrite;rewrite;left;right;apply;move;apply;right;assumption;assumption;assumption;assumption
nodup_pt_map,core/PartialMapSimulations.v,28,move;have;have;have;have;induction;rewrite;case;constructor;apply;move;apply;right;move;have;rewrite;apply;move;apply;right;inversion;assumption;apply;move;apply;right;inversion;assumption
at_head_of_queue_intro,systems/LockServ.v,3,intros;unfold;eauto
lb_step_ordered_failure_pt_mapped_simulation_1_non_silent,core/PartialMapExecutionSimulations.v,73,move;have;rewrite;move;rewrite;invcs;destruct;destruct;simpl;break_match;have;rewrite;repeat;break_let;tuple_inversion;have;destruct;simpl;break_match;find_injection;rewrite;apply;rewrite;find_rewrite;rewrite;rewrite;exact;rewrite;destruct;simpl;break_match;find_injection;clean;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;break_and;repeat;tuple_inversion;rewrite;rewrite;case;have;rewrite;repeat;break_let;tuple_inversion;apply;exact;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;break_and;unfold;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;rewrite;rewrite
mgv_reghost_deghost_partial_inverses,core/GhostSimulations.v,6,destruct;unfold;simpl;f_equal;rewrite;map_id
snoc_at_head_of_queue_preserved,systems/LockServ.v,9,intros;unfold;rewrite;destruct;exists;rewrite;rewrite;simpl;reflexivity
distinct_pairs_and_app,core/StatePacketPacketDecomposition.v,24,intros;induction;simpl;exact;simpl;destruct;split;intros;apply;destruct;apply;exact;apply;left;reflexivity;exact;apply;exact;exact;intros;apply;right;exact;exact
step_async_tot_mapped_simulation_2,core/TotalMapSimulations.v,212,move;have;inversion;subst;have;have;rewrite;have;rewrite;have;rewrite;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;admit;have;have;rewrite;have;rewrite;have;rewrite;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;have;admit
Lock_delivered_MsgLock,systems/LiveLockServ.v,115,unfold;intros;invcs;simpl;find_apply_lem_hyp;break_or_hyp;break_exists;break_and;break_or_hyp;subst;simpl;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;congruence;simpl;intuition;subst;simpl;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;congruence;simpl;intuition;simpl;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;congruence;simpl;intuition;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;subst;simpl;find_apply_lem_hyp;break_or_hyp;break_exists;break_and;subst;simpl;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;congruence;simpl;intuition;subst;simpl;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;congruence;simpl;intuition;subst;simpl;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;congruence;simpl;intuition;subst;simpl;find_apply_lem_hyp;break_or_hyp;break_exists;break_and;subst;simpl;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;congruence;simpl;intuition;subst;simpl;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;congruence;simpl;intuition;subst;simpl;find_apply_lem_hyp;break_exists;break_exists;subst;find_apply_lem_hyp;congruence;simpl;intuition
locks_correct_locked_at_head_preserved,systems/LiveLockServ.v,8,unfold;intuition;break_exists;exists;intuition;firstorder;now;rewrite
Unlock_in_network_eventually_MsgUnlock,systems/LiveLockServ.v,8,intros;apply;eauto;unfold;intros;discriminate;apply;apply
nwnw_unlock_lock,systems/LiveLockServ.v,5,unfold;intros;destruct;intuition;discriminate
disk_correct_reboot,systems/LogCorrect.v,115,intros;unfold;unfold;break_match;find_inversion;simpl;break_exists;intuition;exists;intuition;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;exists;intuition;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;simpl;break_exists;intuition;exists;intuition;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;exists;intuition;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity;break_match;congruence;find_inversion;reflexivity
distinct_pairs_and_app_cons,core/StatePacketPacketDecomposition.v,22,intros;subst;induction;simpl;destruct;assumption;simpl;destruct;split;intros;apply;apply;destruct;apply;left;assumption;apply;right;simpl;tauto;apply;assumption
LockServ_nwnw_net_handlers_old_new,systems/LockServ.v,76,intros;destruct;find_apply_lem_hyp;intuition;subst;simpl;intuition;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;find_apply_lem_hyp;intuition;subst;simpl;intuition;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence
dup_drop_step_star_step_1,core/DupDropReordering.v,8,intros;apply;apply;econstructor;eauto;apply;apply;constructor
pt_map_map_pair_eq,core/PartialMapSimulations.v,3,move;have;rewrite
trace_mutual_exclusion'_extend_input,systems/LockServ.v,0,
step_ordered_dynamic_failure_pt_mapped_simulation_star_1,core/PartialMapSimulations.v,27,move;have;have;rewrite;rewrite;move;induction;rewrite;rewrite;rewrite;exact;concludes;rewrite;case;case;rewrite;move;apply;rewrite;case;have;apply;rewrite;apply;exact;move;rewrite
mgv_ghost_simulation_1,core/GhostSimulations.v,29,move;apply;rewrite;rewrite;rewrite;rewrite;rewrite;move;set;set;have;rewrite;apply;case;rewrite;set;set;set;set;have;rewrite;apply;case;rewrite;have;rewrite;apply;case;rewrite
true_in_reachable_mutual_exclusion,systems/LiveLockServ.v,14,apply;apply;apply;intros;apply;eauto;apply;apply;apply;intros;apply;eauto;apply;apply
locks_correct_update_false,systems/LiveLockServ.v,18,intros;unfold;intros;destruct;subst;rewrite;congruence;rewrite;auto;specialize;destruct;exists;rewrite;auto;intro;apply;inversion;reflexivity
last_holder'_input_extend,systems/LiveLockServ.v,0,
LockServ_nwnw_input_handlers_new_new,systems/LiveLockServ.v,49,intros;find_apply_lem_hyp;intuition;break_exists;intuition;subst;simpl;intuition;repeat;find_rewrite;repeat;find_inversion;simpl;now;constructor;simpl;intuition;auto;congruence;constructor;simpl;intuition;auto;congruence;constructor;simpl;intuition;auto;congruence;constructor;simpl;intuition;auto;congruence;constructor;simpl;intuition;auto;congruence;constructor;simpl;intuition;auto;congruence;constructor;simpl;intuition;auto;congruence
PrimaryNetHandler_no_msgs,systems/Counter.v,6,intros;unfold;destruct;simpl;inversion;reflexivity
log_input_handlers_spec,systems/LogCorrect.v,0,
log_step_failure_star_simulation,systems/LogCorrect.v,31,intros;change;induction;subst;constructor;concludes;invcs;apply;apply;eauto;apply;apply;apply;eauto;apply;apply;apply;eauto;apply;apply;apply;eauto;apply;apply;apply;eauto;apply;apply;apply;eauto;apply
step_ordered_failure_serialized_simulation_star,systems/SerializedMsgParamsCorrect.v,15,move;have;rewrite;rewrite;have;rewrite;clear;elim;case;case;rewrite;rewrite;apply;rewrite;exact
tot_map_net_label_event_inf_often_occurred_conv,core/TotalMapExecutionSimulations.v,0,
inputs_m_inr,systems/PrimaryBackup.v,3,intros;simpl;reflexivity
Nth_app,systems/LiveLockServ.v,9,induction;intros;inversion;inversion;subst;constructor;apply;constructor;assumption
pt_ext_init_handlers_fun_eq,core/PartialExtendedMapSimulations.v,0,
nwnw_lock,systems/LiveLockServ.v,15,intros;unfold;split;split;split;intros;congruence;destruct;congruence;destruct;congruence;destruct;congruence;destruct;congruence
locks_correct_net_handlers,systems/LiveLockServ.v,32,set_up_net_handlers;rewrite;assumption;apply;eauto;apply;eauto;congruence;assumption;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;congruence;apply;eauto;intros;unfold;break_exists;rewrite;find_rewrite;eauto;rewrite;assumption
step_ordered_dynamic_failure_tot_one_mapped_simulation_star_1,core/SingleSimulations.v,28,move;have;move;induction;rewrite;exfalso;congruence;rewrite;case;case;rewrite;move;have;have;have;case;have;congruence;have;exists;rewrite;have;exists;apply;have;rewrite;apply;exact
decomposition_invariant,core/StatePacketPacketDecomposition.v,0,
map_id_tr,core/GhostSimulations.v,8,induction;simpl;done;destruct;simpl;rewrite;f_equal;apply
step_ordered_failure_tot_one_mapped_simulation_1,core/SingleSimulations.v,129,intros;inversion;subst;simpl;destruct;subst;destruct;congruence;right;exists;simpl;apply;apply;eassumption;eassumption;assumption;eassumption;eassumption;reflexivity;right;exists;simpl;apply;apply;eassumption;eassumption;assumption;eassumption;eassumption;reflexivity;destruct;subst;right;exists;simpl;apply;apply;eassumption;eassumption;assumption;eassumption;eassumption;reflexivity;left;reflexivity;destruct;subst;right;exists;simpl;apply;apply;eassumption;eassumption;assumption;eassumption;eassumption;reflexivity;destruct;subst;right;exists;simpl;apply;apply;eassumption;eassumption;assumption;eassumption;eassumption;reflexivity;left;reflexivity;destruct;subst;right;exists;simpl;apply;apply;eassumption;eassumption;assumption;eassumption;eassumption;reflexivity;destruct;subst;right;exists;simpl;apply;apply;eassumption;eassumption;assumption;eassumption;eassumption;reflexivity;left;reflexivity;destruct;subst;right;exists;simpl;apply;apply;eassumption;eassumption;assumption;eassumption;eassumption;reflexivity;destruct;subst;right;exists;simpl;apply;apply;eassumption;eassumption;assumption;eassumption;eassumption;reflexivity;left;reflexivity
step_ordered_pt_mapped_simulation_1,core/PartialMapSimulations.v,95,move;invcs;rewrite;case;left;apply;rewrite;have;rewrite;rewrite;have;rewrite;rewrite;rewrite;rewrite;rewrite;have;rewrite;rewrite;rewrite;have;rewrite;right;split;rewrite;have;rewrite;have;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite;have;rewrite;rewrite;case;left;apply;rewrite;have;rewrite;have;rewrite;rewrite;rewrite;rewrite;rewrite;have;rewrite;rewrite;have;rewrite;right;split;rewrite;have;have;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite;have;rewrite;rewrite;case;left;apply;rewrite;have;rewrite;rewrite;have;rewrite;rewrite;have;rewrite;rewrite;right;split;rewrite;have;rewrite;rewrite
step_ordered_failure_pt_mapped_simulation_1,core/PartialMapSimulations.v,115,move;invcs;rewrite;case;destruct;simpl;move;case;move;find_inversion;left;rewrite;set;have;apply;exact;rewrite;repeat;break_let;find_inversion;pose;have;rewrite;break_match;rewrite;find_inversion;rewrite;rewrite;rewrite;right;rewrite;destruct;simpl;move;case;move;have;break_and;rewrite;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite;rewrite;rewrite;case;left;apply;exact;rewrite;repeat;break_let;tuple_inversion;rewrite;rewrite;rewrite;right;rewrite;have;rewrite;split;rewrite;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite;rewrite;case;left;destruct;simpl;move;case;move;find_inversion;rewrite;find_rewrite;rewrite;move;set;move;set;exact;right;split;rewrite;find_rewrite;rewrite;rewrite;find_rewrite;case;right;left;rewrite;exact;left;exact;rewrite;left;rewrite;apply;exact;rewrite
lb_step_ordered_dynamic_failure_pt_mapped_simulation_1_non_silent,core/PartialMapExecutionSimulations.v,75,move;have;rewrite;move;rewrite;invcs;destruct;destruct;simpl;break_match;have;rewrite;repeat;break_let;tuple_inversion;have;destruct;simpl;break_match;find_injection;rewrite;apply;rewrite;find_rewrite;rewrite;rewrite;exact;rewrite;destruct;simpl;break_match;find_injection;clean;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;break_and;repeat;tuple_inversion;rewrite;rewrite;case;have;rewrite;repeat;break_let;tuple_inversion;apply;exact;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;break_and;unfold;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;rewrite;rewrite;apply;apply
inputs_with_key_plus_key,systems/VarD.v,10,intros;unfold;rewrite;simpl;rewrite;destruct;contradiction;simpl;rewrite;reflexivity
remove_neq_o,lib/FMapVeryWeak.v,7,intros;unfold;apply;intro;contradict;apply;assumption
ack_in_flight_to_primary_backup,systems/Counter.v,0,
step_1_star_trace_state_correct,systems/VarD.v,149,intros;unfold;induction;intros;simpl;reflexivity;intros;simpl;destruct;rewrite;auto;simpl;rewrite;simpl;unfold;destruct;simpl;break_match;simpl;congruence;unfold;monad_unfold;simpl;congruence;break_match;simpl;congruence;unfold;monad_unfold;simpl;congruence;break_match;simpl;congruence;unfold;monad_unfold;simpl;congruence;break_match;simpl;congruence;unfold;monad_unfold;simpl;congruence;break_match;simpl;congruence;simpl;find_rewrite;simpl;reflexivity;simpl;find_rewrite;simpl;reflexivity;simpl;find_rewrite;simpl;break_match;simpl;congruence;find_rewrite;simpl;reflexivity;find_rewrite;simpl;reflexivity;simpl;find_rewrite;simpl;break_match;simpl;congruence;find_rewrite;simpl;reflexivity;find_rewrite;simpl;reflexivity;rewrite;auto;simpl;unfold;destruct;simpl;break_match;simpl;congruence;unfold;monad_unfold;simpl;congruence;break_match;simpl;congruence;unfold;monad_unfold;simpl;congruence;break_match;simpl;congruence;unfold;monad_unfold;simpl;congruence;break_match;simpl;congruence;unfold;monad_unfold;simpl;congruence;break_match;simpl;congruence;simpl;find_rewrite;simpl;reflexivity;simpl;find_rewrite;simpl;reflexivity;simpl;find_rewrite;simpl;break_match;simpl;congruence;find_rewrite;simpl;reflexivity;find_rewrite;simpl;reflexivity;simpl;find_rewrite;simpl;break_match;simpl;congruence;find_rewrite;simpl;reflexivity;find_rewrite;simpl;reflexivity
LockServ_nwnw_net_handlers_old_new,systems/LiveLockServ.v,74,intros;destruct;simpl;find_apply_lem_hyp;find_apply_lem_hyp;intuition;break_exists;intuition;subst;simpl;intuition;repeat;find_rewrite;repeat;find_inversion;simpl;now;rewrite;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence;destruct;simpl;intuition;congruence
not_in_map_not_in_failed,core/TotalMapSimulations.v,5,move;move;apply;have;rewrite
pt_ext_map_update_eq,core/PartialExtendedMapSimulations.v,0,
step_ordered_dynamic_star_lb_step_reachable,core/LabeledNet.v,26,rewrite;case;case;invcs;set;apply;rewrite;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;set;apply;rewrite;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;have;auto
pt_map_odnet_tot_map_label_event_strong_fairness,core/PartialMapExecutionSimulations.v,13,move;rewrite;have;rewrite;apply;apply;move;rewrite;rewrite;unfold;apply;move;rewrite
step_1_star_singleton_trace,systems/PrimaryBackup.v,0,
lb_step_ordered_failure_tot_mapped_simulation_1,core/TotalMapExecutionSimulations.v,47,move;invcs;have;destruct;apply;rewrite;find_rewrite;rewrite;destruct;simpl;exact;destruct;simpl;rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;destruct;rewrite;apply;exact;rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;exact
step_failure_serialize_simulation_star,systems/SerializedMsgParamsCorrect.v,22,move;apply;rewrite;rewrite;rewrite;rewrite;move;rewrite;set;have;rewrite;apply;case;rewrite;set;suff;rewrite;elim;case;case;rewrite;rewrite
reachable_intro,systems/LiveLockServ.v,7,intros;apply;induction;apply;apply;apply;apply
refl_trans_n1_1n_trace,core/Net.v,5,intros;induction;constructor;apply;eauto
adjacent_to_irreflexive,core/NameOverlay.v,5,unfold;intros;inversion;subst;auto
lb_step_execution_lb_step_ordered_dynamic_failure_tot_map_odnet_infseq,core/TotalMapExecutionSimulations.v,20,cofix;move;rewrite;inversion;subst;rewrite;apply;apply;have;destruct;have;destruct;simpl;find_rewrite;rewrite;set;have;pose;rewrite;exact
In_n_Nodes,systems/LockServ.v,10,intro;destruct;unfold;unfold;apply;exists;auto;unfold;simpl;auto
last_holder'_locked_some_eq,systems/LockServ.v,12,induction;intros;simpl;repeat;break_match;subst;simpl;congruence;find_inversion;reflexivity;apply;eauto
locks_correct_unlock_true_to_false,systems/LockServ.v,19,intros;unfold;intros;exists;unfold;destruct;congruence;exfalso;congruence;intuition;assumption;unfold;destruct;exists;rewrite;assumption;assumption;exfalso;congruence
tot_map_in_snd,core/TotalMapSimulations.v,15,move;have;assumption;have;clear;induction;simpl;contradiction;simpl;destruct;inversion;subst;simpl;apply;exact
locks_correct_true_at_head_of_queue,systems/LiveLockServ.v,6,intros;unfold;specialize;destruct;apply;assumption
dup_drop_step_star_step_n1,core/DupDropReordering.v,8,intros;apply;apply;apply;eauto;apply;apply;assumption
locks_correct_invariant,systems/LiveLockServ.v,6,intros;assert;find_apply_lem_hyp;unfold;apply;auto
locks_correct_unlock_at_head,systems/LiveLockServ.v,9,intros;unfold;specialize;destruct;unfold;destruct;simpl;subst;eauto
network_eq,systems/SeqNumCorrect.v,0,
locks_correct_locked_invariant,systems/LiveLockServ.v,5,intros;apply;auto;unfold;tauto
post_net_analyze_sent_packet,core/StatePacketPacketDecomposition.v,21,intros;apply;destruct;apply;destruct;left;apply;destruct;simpl;subst;split;apply;exists;auto;reflexivity;right;apply;tauto;right;apply;tauto
ZOOOPST_cons_intro,systems/PrimaryBackup.v,8,unfold;intros;simpl;destruct;subst;apply;apply;apply
Nth_tl,systems/LiveLockServ.v,9,intros;induction;inversion;simpl;inversion;subst;constructor;apply;assumption
NOABT_singleton_inl,systems/PrimaryBackup.v,7,unfold;simpl;intuition;subst;simpl;find_inversion;auto
locks_correct_locked_at_head,systems/LockServ.v,10,intros;unfold;specialize;destruct;unfold;simpl;destruct;subst;unfold;eauto
pt_map_odnet_tot_map_labeled_event_state_continuously_enabled,core/PartialMapExecutionSimulations.v,23,move;have;auto;move;apply;rewrite;move;apply;apply;apply;exact;apply;exact;apply;exact;exact;rewrite;move;apply;apply;case;simpl;exact
ZOOOPST_singleton_singleton,systems/PrimaryBackup.v,10,intros;unfold;simpl;intros;destruct;subst;simpl;right;eauto;contradiction
last_holder'_no_out_extend,systems/LiveLockServ.v,57,induction;intros;simpl;repeat;break_match;subst;intuition;eauto;simpl;destruct;simpl;congruence;simpl;destruct;destruct;destruct;simpl;repeat;break_match;subst;intuition;eauto;destruct;simpl;repeat;break_match;subst;intuition;eauto;destruct;subst;simpl;congruence;simpl;congruence;simpl;congruence;destruct;simpl;repeat;break_match;subst;intuition;eauto;destruct;simpl;repeat;break_match;subst;intuition;eauto;simpl;congruence;simpl;congruence;simpl;congruence
pt_nodup_perm_map_map_pair_perm,core/PartialMapSimulations.v,79,move;have;have;have;have;have;have;have;have;apply;apply;apply;move;have;rewrite;case;apply;apply;apply;exact;apply;apply;apply;have;exact;move;split;move;have;rewrite;case;have;exact;have;apply;have;apply;have;apply;have;apply;have;apply;have;apply;rewrite;rewrite;exists;split;exact;rewrite;move;have;rewrite;case;have;exact;have;apply;have;apply;have;apply;have;apply;have;apply;have;rewrite;inversion;rewrite;have;apply;exists;split;have;apply;eauto;exact
lb_step_ordered_dynamic_failure_pt_mapped_simulation_1_silent,core/PartialMapExecutionSimulations.v,101,move;invcs;rewrite;case;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;break_and;unfold;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;concludes;break_and;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;rewrite;set;set;set;set;have;rewrite;apply;apply;break_if;break_and;rewrite;have;rewrite;apply;break_if;rewrite;rewrite;split;exact;rewrite;repeat;find_rewrite;case;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;break_and;unfold;repeat;break_let;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;concludes;break_and;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;set;set;have;rewrite;apply;rewrite;break_if;rewrite;rewrite;split;exact;rewrite;repeat;find_rewrite;split;exact
in_failed_exclude,core/TotalMapSimulations.v,12,move;have;have;move;have;have;contradiction;have;have;have;exact;exact
disk_correct_invariant,systems/LogCorrect.v,32,intros;induction;intros;subst;simpl;unfold;exists;intuition;unfold;simpl;reflexivity;unfold;simpl;reflexivity;invcs;simpl;apply;eauto;apply;eauto;reflexivity;apply;eauto;apply;eauto;reflexivity;apply;eauto;apply;eauto;apply;eauto
collate_pt_map_update2_eq,core/PartialMapSimulations.v,6,move;have;rewrite;have;rewrite;reflexivity
step_failure_pt_mapped_simulation_star_1,core/PartialMapSimulations.v,29,move;move;induction;rewrite;rewrite;rewrite;exists;split;exact;concludes;rewrite;apply;case;move;exists;split;have;apply;rewrite;apply;exact;rewrite;move;rewrite;move;exists;split;rewrite;rewrite
correspond_preserved_primary_apply_entry,systems/PrimaryBackup.v,42,intros;unfold;destruct;destruct;subst;simpl;destruct;simpl;subst;f_equal;rewrite;rewrite;simpl;rewrite;clear;induction;simpl;auto;destruct;simpl;destruct;simpl;congruence;destruct;simpl;destruct;simpl;congruence;clear;induction;simpl;auto;destruct;simpl;destruct;simpl;congruence;destruct;simpl;destruct;simpl;congruence
reghost_deghost_partial_inverses,core/GhostSimulations.v,13,intros;destruct;simpl;f_equal;rewrite;apply;intros;destruct;simpl;reflexivity;extensionality;destruct;reflexivity
LockServ_nwnw_input_handlers_old_new,systems/LiveLockServ.v,8,intros;unfold;destruct;split;apply;eauto;apply;eauto
step_async_pt_ext_mapped_simulation_star_1,core/PartialExtendedMapSimulations.v,27,move;have;apply;move;move;have;rewrite;apply;apply;rewrite;case;rewrite;rewrite;elim;exists;rewrite;have;have;case;case;exists;apply;apply;apply;apply;exists;rewrite
filterMap_pt_map_trace_ev_outputs_eq,core/PartialMapSimulations.v,6,move;elim;case;move;case;rewrite
locked_in_flight_all_clients_false,systems/LockServ.v,19,intros;destruct;auto;exfalso;assert;apply;eauto;unfold;destruct;specialize;destruct;simpl;destruct;simpl;subst;find_inversion;find_rewrite;find_inversion;congruence
locks_correct_invariant,systems/LockServ.v,6,intros;assert;find_apply_lem_hyp;unfold;apply;auto
tot_map_odnet_hd_step_ordered_dynamic_failure_star_always,core/TotalMapExecutionSimulations.v,7,case;apply;exact;rewrite;apply;have;destruct
