name,file,tactics_count,tactics
EqExact_Data_Either_Either,Data/Either.v,21,intros;destruct;simpl;constructor;auto;destruct;constructor;auto;apply;congruence;intro;apply;congruence;destruct;constructor;auto;apply;congruence;intro;apply;congruence
Pos_popcount_pow2,Data/Bits/Popcount.v,8,intro;induction;reflexivity;simpl;rewrite;simpl;rewrite;reflexivity
Foldable_any_app,Data/Foldable.v,8,intros;induction;simpl;reflexivity;simpl;rewrite;rewrite;reflexivity
Eq_eq_Word,GHC/Base.v,3,apply;rewrite;reflexivity
unzip_zip,GHC/List.v,16,intros;revert;induction;intros;simpl;injection;subst;reflexivity;simpl;destruct;injection;subst;simpl;f_equal;apply;reflexivity
iterates'_In,GHC/Enum.v,39,revert;induction;intros;simpl;split;intros;inversion;intros;destruct;omega;split;intros;destruct;exists;split;omega;simpl;assumption;apply;destruct;exists;split;omega;simpl;rewrite;reflexivity;intros;destruct;destruct;simpl;left;assumption;right;apply;exists;split;omega;simpl;assumption
Foldable_length_nil,Data/Foldable.v,1,reflexivity
lines_def,Data/OldList.v,10,unfold;destruct;reflexivity;simpl;destruct;destruct;simpl;reflexivity;simpl;reflexivity
eq_replace_l,GHC/Base.v,21,intros;destruct;destruct;destruct;reflexivity;apply;rewrite;rewrite;discriminate;apply;rewrite;rewrite;discriminate;apply;rewrite;rewrite;discriminate;apply;rewrite;rewrite;discriminate
hs_coq_foldl'_list,Data/Foldable.v,7,revert;induction;intro;simpl;reflexivity;rewrite;reflexivity
instance_MonadLaws_Data_Either_Either,Data/Either.v,16,constructor;intros;apply;intros;reflexivity;reflexivity;intros;apply;intros;reflexivity;reflexivity;intros;apply;intros;reflexivity;reflexivity
eftInt_aux_pf,../base/GHC/Enum.v,2,intros;omega
parametric_eq_sym,GHC/Base.v,3,intros;apply;assumption
foldr_initial,GHC/Base.v,5,induction;reflexivity;simpl;rewrite;reflexivity
instance_SemigroupLaws_option,GHC/Base.v,11,constructor;intros;simpl;reflexivity;rewrite;reflexivity;intros;simpl;reflexivity;rewrite;reflexivity
Build_EqLaws_reflect,GHC/Base.v,49,intros;constructor;intros;specialize;destruct;reflexivity;exfalso;apply;reflexivity;intros;specialize;destruct;intros;apply;subst;reflexivity;intros;apply;subst;reflexivity;intros;specialize;specialize;destruct;intros;apply;subst;reflexivity;intros;apply;subst;reflexivity;intros;specialize;specialize;specialize;specialize;destruct;intros;apply;subst;reflexivity;intros;apply;subst;reflexivity;intros;rewrite;reflexivity
N_popcount_diff,Data/Bits/Popcount.v,0,
In_zip_swap,GHC/List.v,3,intros;apply;assumption
Eq_Symmetric,GHC/Base.v,4,intros;apply;apply;apply
List_foldl_foldr,GHC/List.v,6,intros;induction;reflexivity;simpl;rewrite;reflexivity
instance_SemigroupLaws_unit,GHC/Base.v,4,constructor;intros;destruct;reflexivity
dropWhile_cons_prop,../base/Data/OldList.v,15,intros;revert;induction;intros;inversion;simpl;destruct;simpl;injection;subst;apply;assumption;injection;subst;assumption
iterates'_length,GHC/Enum.v,0,
hs_coq_reverse,GHC/List.v,6,induction;reflexivity;simpl;rewrite;simpl;reflexivity
instance_ApplicativeLaws_Data_Either_Either,Data/Either.v,40,constructor;intros;destruct;simpl;reflexivity;simpl;reflexivity;intros;destruct;simpl;reflexivity;simpl;reflexivity;simpl;reflexivity;simpl;reflexivity;simpl;reflexivity;simpl;reflexivity;simpl;reflexivity;simpl;reflexivity;intros;simpl;reflexivity;intros;destruct;simpl;reflexivity;simpl;reflexivity;intros;destruct;simpl;reflexivity;simpl;reflexivity
fst_pair,Data/Tuple.v,1,reflexivity
hs_coq_foldl_list',Data/Foldable.v,5,induction;reflexivity;simpl;rewrite;reflexivity
instance_FunctorLaws_identity,Data/Functor/Identity.v,7,constructor;intros;destruct;reflexivity;intros;destruct;reflexivity
iter_plus_nat,GHC/Enum.v,6,induction;simpl;reflexivity;rewrite;simpl;reflexivity
Foldable_foldr_cons,Data/Foldable.v,4,intros;unfold;simpl;reflexivity
lines_cons,Data/OldList.v,9,intros;unfold;simpl;destruct;destruct;simpl;reflexivity;simpl;reflexivity
Foldable_foldl'_app,Data/Foldable.v,4,intros;unfold;rewrite;reflexivity
flat_map_cons_id,GHC/Base.v,5,induction;reflexivity;simpl;rewrite;reflexivity
Eq_eq_Int,GHC/Base.v,11,apply;unfold;destruct;split;intro;apply;subst;reflexivity;intro;subst;apply
mapAccumL_cons,Data/Traversable.v,5,intros;simpl;destruct;destruct;reflexivity
Eq_Equivalence,GHC/Base.v,0,
break_length,../base/Data/OldList.v,10,intros;destruct;injection;subst;rewrite;apply;rewrite;omega;rewrite;apply
Neq_sym,GHC/Base.v,7,unfold;intros;unfold;intros;apply;apply;assumption
mapAccumL_nil,Data/Traversable.v,4,intros;unfold;simpl;reflexivity
Eq_m,GHC/Base.v,6,intros;destruct;apply;apply;subst;reflexivity
EqExact_Proxy,Data/Proxy.v,0,
Neq_atrans,GHC/Base.v,0,
reverse_unit,GHC/List.v,10,intros;induction;simpl;reflexivity;simpl;rewrite;simpl;rewrite;simpl;reflexivity
hs_coq_partition,Data/OldList.v,6,induction;reflexivity;simpl;rewrite;destruct;reflexivity
Eq_Reflexive,GHC/Base.v,0,
reverse_append,GHC/List.v,4,intros;simpl;rewrite;reflexivity
N_popcount_1_pow2,Data/Bits/Popcount.v,19,intro;destruct;exfalso;simpl;discriminate;revert;intro;intro;exists;apply;apply;simpl;omega;simpl;apply;apply;apply;simpl;omega
iterates_length,GHC/Enum.v,5,induction;simpl;auto;rewrite;reflexivity
Pop_popcount_diff,Data/Bits/Popcount.v,7,intros;rewrite;rewrite;rewrite;rewrite;rewrite;reflexivity
elem_eq,Data/Foldable.v,6,intros;induction;reflexivity;simpl;rewrite;rewrite
length_zip,GHC/List.v,14,intros;revert;induction;intros;simpl;reflexivity;destruct;simpl;discriminate;simpl;simpl;f_equal;apply;omega
In_zip_fst,GHC/List.v,27,intros;revert;induction;intros;destruct;simpl;discriminate;exists;simpl;auto;destruct;simpl;discriminate;simpl;apply;destruct;exists;simpl;right;assumption;simpl;apply;destruct;exists;simpl;right;assumption
instance_ApplicativeLaws_option,GHC/Base.v,40,constructor;intros;simpl;reflexivity;intros;simpl;destruct;destruct;destruct;simpl;reflexivity;intros;simpl;reflexivity;intros;simpl;destruct;simpl;reflexivity;intros;simpl;destruct;destruct;simpl;reflexivity;intros;simpl;destruct;destruct;simpl;reflexivity;intros;simpl;reflexivity;intros;simpl;destruct;destruct;simpl;reflexivity
N_popcount_pow2,Data/Bits/Popcount.v,8,intro;induction;simpl;reflexivity;rewrite;rewrite;assumption;apply
snd_unzip_map,GHC/List.v,6,intros;induction;reflexivity;simpl;rewrite;reflexivity
words_cons,Data/OldList.v,11,intros;unfold;unfold;simpl;destruct;simpl;rewrite;reflexivity;simpl;rewrite;reflexivity
dropWhile_cons_length,../base/Data/OldList.v,0,
words_nil,Data/OldList.v,1,reflexivity
forM_map,Data/Traversable.v,6,intros;induction;reflexivity;simpl;rewrite;reflexivity
flat_map_app,GHC/Base.v,7,induction;simpl;reflexivity;simpl;rewrite;rewrite;reflexivity
parametric_eq_trans,GHC/Base.v,5,intros;destruct;apply;assumption;assumption
safeSubN_sub,../base/GHC/Num.v,9,intros;unfold;destruct;apply;rewrite;auto;apply;exfalso;omega
EqExact_pair,GHC/Base.v,8,intros;destruct;destruct;constructor;simpl;congruence;simpl;discriminate
hs_coq_map,GHC/Base.v,2,unfold;reflexivity
map_id,GHC/Base.v,5,induction;reflexivity;simpl;rewrite;reflexivity
instance_SemigroupLaws_list,GHC/Base.v,55,constructor;intros;induction;reflexivity;simpl;f_equal;apply;intros;induction;reflexivity;simpl;f_equal;apply;intros;induction;reflexivity;simpl;f_equal;apply;intros;induction;simpl;assumption;simpl;f_equal;assumption;apply;assumption;intros;induction;reflexivity;simpl;f_equal;apply;intros;induction;reflexivity;simpl;f_equal;apply;intros;induction;reflexivity;simpl;f_equal;apply;intros;induction;simpl;assumption;simpl;f_equal;assumption;apply;assumption
instance_MonadLaws_option,GHC/Base.v,16,constructor;intros;simpl;reflexivity;intros;destruct;simpl;reflexivity;simpl;reflexivity;intros;destruct;simpl;reflexivity;simpl;reflexivity
iterates'_ext,GHC/Enum.v,7,intro;induction;reflexivity;simpl;rewrite;rewrite;reflexivity
Neq_neq,GHC/Base.v,12,case;constructor;intro;apply;rewrite;inversion;intro;apply;rewrite;intro;apply;assumption
unzip_equal_length,GHC/List.v,19,intros;assert;revert;induction;intros;simpl;destruct;destruct;simpl;discriminate;injection;intros;subst;simpl;auto;specialize;simpl;omega;exact
elem_nil,Data/Foldable.v,4,intros;unfold;simpl;reflexivity
instance_ApplicativeLaws_identity,Data/Functor/Identity.v,21,constructor;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity
hs_coq_length_list',Data/Foldable.v,7,unfold;induction;reflexivity;simpl;rewrite;rewrite;reflexivity
instance_SemigroupLaws_comparison,GHC/Base.v,9,constructor;intros;destruct;simpl;reflexivity;intros;destruct;simpl;reflexivity
EqExact_comparison,GHC/Base.v,8,unfold;intros;destruct;constructor;discriminate;reflexivity;exfalso;assumption
simpl_list_nil_eq,GHC/Base.v,1,reflexivity
Foldable_foldl'_nil,Data/Foldable.v,3,intros;unfold;reflexivity
Foldable_elem_proper,Data/Foldable.v,11,intros;unfold;rewrite;induction;simpl;rewrite;reflexivity;simpl;rewrite;rewrite;reflexivity
simpl_option_some_eq,GHC/Base.v,0,
hs_coq_foldr_list',Data/Foldable.v,5,induction;reflexivity;simpl;rewrite;reflexivity
instance_MonoidLaws_comparison,GHC/Base.v,10,constructor;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity
instance_ApplicativeLaws_list,GHC/Base.v,62,constructor;intros;simpl;induction;simpl;f_equal;auto;intros;simpl;induction;simpl;f_equal;auto;induction;simpl;f_equal;auto;induction;simpl;f_equal;auto;induction;simpl;f_equal;auto;induction;simpl;f_equal;auto;intros;simpl;reflexivity;intros;simpl;induction;simpl;f_equal;auto;intros;simpl;induction;simpl;f_equal;auto;intros;simpl;induction;simpl;f_equal;auto;intros;simpl;induction;simpl;f_equal;auto;intros;simpl;induction;simpl;f_equal;auto
flat_map_concat_map,GHC/Base.v,5,induction;reflexivity;simpl;rewrite;reflexivity
map_snd_zip,GHC/List.v,16,intros;revert;induction;intros;simpl;destruct;simpl;discriminate;reflexivity;destruct;simpl;discriminate;simpl;f_equal;apply;omega
iter_plus_N,GHC/Enum.v,8,induction;simpl;reflexivity;simpl;rewrite;rewrite;simpl;reflexivity
EqLaws_Data_Either_Either,Data/Either.v,15,constructor;intros;inversion;subst;simpl;f_equal;eauto;intros;simpl;f_equal;eauto;intros;simpl;f_equal;eauto
instance_MonoidLaws_unit,GHC/Base.v,0,
Eq_Transitive,GHC/Base.v,0,
EqLaws_Int,GHC/Base.v,0,
Neq_irrefl,GHC/Base.v,5,unfold;unfold;unfold;intros;apply
take_drop,GHC/List.v,11,intros;induction;simpl;destruct;reflexivity;destruct;simpl;reflexivity;simpl;f_equal;apply
Foldable_foldl_nil,Data/Foldable.v,2,intros;reflexivity
Foldable_foldr_nil,Data/Foldable.v,2,intros;reflexivity
hs_coq_lenAcc,GHC/List.v,8,revert;induction;intro;simpl;reflexivity;rewrite;rewrite;omega
fmfm,GHC/Base.v,10,induction;reflexivity;simpl;rewrite;clear;induction;reflexivity;simpl;rewrite;reflexivity
hs_coq_foldr_base,GHC/Base.v,1,reflexivity
instance_FunctorLaws_list,GHC/Base.v,16,constructor;intros;reflexivity;intros;induction;reflexivity;simpl;rewrite;reflexivity;intros;induction;reflexivity;simpl;rewrite;rewrite;reflexivity
hs_coq_tuple_fst,Data/Tuple.v,2,destruct;reflexivity
instance_FunctorLaws_Data_Either_Either,Data/Either.v,0,
eftInt_In,GHC/Enum.v,20,unfold;rewrite;split;intro;destruct;rewrite;destruct;subst;rewrite;omega;intro;exists;split;omega;rewrite;exists;split;reflexivity;rewrite;omega
EqExact_list,GHC/Base.v,0,
Foldable_any_cons,Data/Foldable.v,4,intros;unfold;simpl;reflexivity
Foldable_foldr_app,Data/Foldable.v,7,intros;induction;simpl;reflexivity;simpl;rewrite;reflexivity
foldr_nil,GHC/Base.v,1,reflexivity
map_map,GHC/Base.v,5,induction;reflexivity;simpl;rewrite;reflexivity
instance_MonadLaws_identity,Data/Functor/Identity.v,64,constructor;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity
Foldable_any_nil,Data/Foldable.v,2,intros;reflexivity
simpl_option_none_eq,GHC/Base.v,1,reflexivity
instance_MonadLaws_list,GHC/Base.v,21,constructor;intros;reflexivity;intros;induction;reflexivity;simpl;f_equal;apply;intros;induction;reflexivity;simpl;rewrite;rewrite;rewrite;rewrite;rewrite;f_equal;apply;reflexivity
reverse_nil,GHC/List.v,1,reflexivity
zip_unzip_map,GHC/List.v,6,intros;induction;reflexivity;simpl;rewrite;reflexivity
EqLaws_pair,GHC/Base.v,0,
EqExact_unit,GHC/Base.v,0,
EqExact_Word,GHC/Base.v,0,
length_app,GHC/List.v,7,induction;simpl;reflexivity;simpl;rewrite;rewrite;reflexivity
Foldable_foldl_app,Data/Foldable.v,4,intros;unfold;rewrite;reflexivity
hs_coq_list_length,GHC/List.v,5,induction;reflexivity;simpl;rewrite;reflexivity
iterates_map,GHC/Enum.v,14,induction;reflexivity;simpl;rewrite;simpl;f_equal;rewrite;rewrite;apply;intro;simpl;rewrite;reflexivity;reflexivity
N_popcount_Ndouble,Data/Bits/Popcount.v,8,intro;destruct;simpl;rewrite;reflexivity;simpl;rewrite;reflexivity
EqExact_bool,GHC/Base.v,6,unfold;intros;destruct;simpl;constructor;reflexivity
iterates'_map,GHC/Enum.v,18,revert;induction;intros;simpl;reflexivity;rewrite;simpl;f_equal;induction;simpl;reflexivity;rewrite;reflexivity;induction;simpl;reflexivity;rewrite;reflexivity
Neq_inv,GHC/Base.v,7,destruct;rewrite;rewrite;reflexivity;rewrite;rewrite;reflexivity
map_cong,GHC/Base.v,7,intro;induction;reflexivity;simpl;rewrite;rewrite;reflexivity
EqLaws_list,GHC/Base.v,0,
hs_coq_foldr_list,Data/Foldable.v,5,induction;reflexivity;simpl;rewrite;reflexivity
EqLaws_comparison,GHC/Base.v,0,
iterates_iterates',GHC/Enum.v,5,induction;reflexivity;simpl;rewrite;reflexivity
simpl_list_cons_eq,GHC/Base.v,3,rewrite;simpl;rewrite
flat_map_cons_f,GHC/Base.v,5,induction;reflexivity;simpl;rewrite;reflexivity
EqLaws_Word,GHC/Base.v,0,
In_zip_map,GHC/List.v,11,intros;induction;simpl;contradiction;simpl;destruct;injection;subst;reflexivity;apply;assumption
EqLaws_bool,GHC/Base.v,0,
hs_coq_foldl_list,Data/Foldable.v,7,revert;induction;intro;simpl;reflexivity;rewrite;reflexivity
reverse_involutive,GHC/List.v,8,intro;induction;reflexivity;simpl;rewrite;simpl;rewrite;reflexivity
map_append,GHC/Base.v,6,induction;simpl;reflexivity;simpl;rewrite;reflexivity
EqLaws_option,GHC/Base.v,0,
EqLaws_unit,GHC/Base.v,0,
concat_map,GHC/Base.v,6,induction;reflexivity;simpl;rewrite;rewrite;reflexivity
length_cons,GHC/List.v,4,simpl;rewrite;rewrite;reflexivity
foldr_id,GHC/Base.v,4,induction;reflexivity;simpl;apply
instance_FunctorLaws_option,GHC/Base.v,12,constructor;intros;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity;intros;destruct;reflexivity
flat_map_map,GHC/Base.v,5,induction;reflexivity;simpl;rewrite;reflexivity
Foldable_elem_app,Data/Foldable.v,8,intros;induction;simpl;reflexivity;simpl;rewrite;rewrite;reflexivity
EqExact_Down,Data/Ord.v,0,
iter_plus_Z,GHC/Enum.v,7,induction;simpl;reflexivity;simpl;rewrite;simpl;omega
iterates_ext,GHC/Enum.v,7,intros;induction;reflexivity;simpl;rewrite;rewrite;reflexivity
length_nil,GHC/List.v,1,reflexivity
enumFromTo_Int_In,GHC/Enum.v,22,unfold;unfold;rewrite;split;intro;destruct;rewrite;destruct;simpl;subst;rewrite;omega;intro;exists;split;reflexivity;rewrite;exists;split;reflexivity;rewrite;omega
eftInt_iterates',GHC/Enum.v,12,unfold;unfold;rewrite;rewrite;rewrite;reflexivity;omega;omega;omega;omega;omega;omega
In_zip,GHC/List.v,27,intros;revert;induction;intros;simpl;destruct;simpl;contradiction;destruct;simpl;contradiction;simpl;destruct;inversion;subst;split;left;reflexivity;left;reflexivity;apply;destruct;split;right;assumption;right;assumption
instance_MonoidLaws_option,GHC/Base.v,13,constructor;intros;simpl;f_equal;eauto;intros;simpl;f_equal;eauto;intros;simpl;f_equal;eauto
eftInt_aux_In,GHC/Enum.v,43,revert;induction;intros;destruct;split;intro;revert;intros;induction;simpl;contradiction;simpl;destruct;subst;omega;apply;omega;intro;revert;intros;induction;simpl;omega;simpl;destruct;simpl;subst;omega;simpl;destruct;destruct;left;omega;right;apply;omega;split;intro;simpl;contradiction;intro;simpl;omega
snd_unzip,GHC/List.v,6,intros;induction;reflexivity;simpl;rewrite;reflexivity
N_double_succ,Data/Bits/Popcount.v,6,intros;destruct;reflexivity;simpl;destruct;reflexivity
Pos_popcount_1_Is_power,Data/Bits/Popcount.v,3,intro;apply;exact
hs_coq_tuple_snd,Data/Tuple.v,2,destruct;reflexivity
In_zip_snd,GHC/List.v,22,intros;revert;induction;intros;destruct;simpl;discriminate;exists;simpl;auto;destruct;simpl;discriminate;exists;simpl;auto;apply;destruct;exists;simpl;right;assumption
snd_pair,Data/Tuple.v,1,reflexivity
Foldable_foldr_map,Data/Foldable.v,5,induction;reflexivity;simpl;rewrite;reflexivity
Foldable_foldl_cons,Data/Foldable.v,3,intros;simpl;reflexivity
hs_coq_lenAcc_add,GHC/List.v,6,induction;simpl;omega;simpl;rewrite;omega
N_popcount_double,Data/Bits/Popcount.v,0,
EqLaws_Down,Data/Ord.v,0,
EqLaws_Proxy,Data/Proxy.v,0,
elem_cons,Data/Foldable.v,4,intros;unfold;simpl;reflexivity
flat_map_cong,GHC/Base.v,7,intros;induction;reflexivity;simpl;rewrite;rewrite;reflexivity
hs_coq_filter,GHC/List.v,6,induction;reflexivity;simpl;rewrite;destruct;reflexivity
foldr_single,GHC/Base.v,1,reflexivity
hs_coq_foldl_base,GHC/Base.v,7,revert;induction;intros;simpl;reflexivity;rewrite;reflexivity
EqExact_Int,GHC/Base.v,0,
Eq_is_true_m,GHC/Base.v,0,
forM_cong,Data/Traversable.v,0,
hs_coq_length_list,Data/Foldable.v,5,induction;reflexivity;simpl;rewrite;reflexivity
EqExact_option,GHC/Base.v,0,
Eq_reflI,GHC/Base.v,3,intros;subst;apply
eftInt_aux_iterates,GHC/Enum.v,43,revert;assert;intros;revert;induction;intros;simpl;destruct;simpl;omega;reflexivity;exfalso;omega;exfalso;omega;destruct;simpl;omega;simpl;rewrite;reflexivity;omega;simpl;rewrite;reflexivity;omega;simpl;rewrite;reflexivity;omega;destruct;simpl;omega;exfalso;omega;exfalso;omega;simpl;rewrite;reflexivity;omega;intros;apply
