name,file,result,error_type,error
locks_correct_update_false,systems/LiveLockServ.v,False,feedback,"In environment num_Clients : nat sigma : name -> data st' : Data x : Client_index H : forall n : Client_index,     held (sigma (Client n)) = true ->     exists t : list Client_index, queue (sigma Server) = n :: t H0 : held st' = false n : Client_index H1 : held (update name_eq_dec sigma (Client x) st' (Client n)) = true The term ""n"" has type ""Client_index"" while it is expected to have type  ""name""."
last_holder'_input_extend,systems/LiveLockServ.v,False,feedback,congruence failed.
LockServ_nwnw_input_handlers_new_new,systems/LiveLockServ.v,False,feedback,(in proof LockServ_nwnw_input_handlers_new_new): Attempt to save an incomplete proof
PrimaryNetHandler_no_msgs,systems/Counter.v,False,feedback,"In environment d : Data ms : list (Name * Msg) d' : Data o : list Output u : unit H : (tt, [], d, []) = (u, o, d', ms) Hms : tt = u The term ""Hms"" has type ""tt = u"" while it is expected to have type ""ms = []""."
log_input_handlers_spec,systems/LogCorrect.v,False,feedback,"In environment orig_base_params : BaseParams orig_multi_params : MultiParams orig_base_params orig_failure_params : FailureParams orig_multi_params data_serializer : Serializer data name_serializer : Serializer name msg_serializer : Serializer msg input_serializer : Serializer input snapshot_interval : nat h : name m : input st : log_state ops : list (disk_op log_files) out : list output st' : log_state l : list (name * msg) dsk : log_files -> option IOStreamWriter.t dsk' : do_disk file_name s : IOStreamWriter.t entries : list entry snap : data Hcount : dsk Count = Some (serialize (length entries)) Hlog : dsk Log = Some s Hunlog : IOStreamWriter.unwrap s =          IOStreamWriter.unwrap            (list_serialize_rec entry               (sum_Serializer input (name * msg) input_serializer                  (pair_Serializer name msg name_serializer msg_serializer))               entries) Hsnap : dsk Snapshot = Some (serialize snap) Hnum : log_num_entries st = length entries Happly : apply_log h snap entries = log_data st out' : list output d : data ps : list (name * msg) Hinput : input_handlers h m (log_data st) = (out', d, ps) H0 : log_handler_result snapshot_interval (log_num_entries st)         (inl m) out' d ps = (ops, out, st', l) H1 : apply_ops dsk ops = dsk' The term ""inl m"" has type ""(input + ?B)%type"" while it is expected to have type ""nat""."
log_step_failure_star_simulation,systems/LogCorrect.v,False,feedback,The reference y was not found in the current environment.
step_ordered_failure_serialized_simulation_star,systems/SerializedMsgParamsCorrect.v,False,feedback,"No such bound variable overlay_fst (possible names are: net0, failed0 and tr0)."
tot_map_net_label_event_inf_often_occurred_conv,core/TotalMapExecutionSimulations.v,False,feedback,Expects a disjunctive pattern with 2 branches.
inputs_m_inr,systems/PrimaryBackup.v,True,,
Nth_app,systems/LiveLockServ.v,False,feedback,The reference Nth0 was not found in the current environment.
pt_ext_init_handlers_fun_eq,core/PartialExtendedMapSimulations.v,False,feedback,"Found no subterm matching ""init_handlers (tot_map_name (tot_map_name_inv n))"" in the current goal."
nwnw_lock,systems/LiveLockServ.v,True,,
locks_correct_net_handlers,systems/LiveLockServ.v,False,feedback,The reference handler_simpl was not found in the current environment.
step_ordered_dynamic_failure_tot_one_mapped_simulation_star_1,core/SingleSimulations.v,False,feedback,"In environment base_fst, base_snd : BaseParams multi : MultiParams base_fst overlay : NameOverlayParams multi fail_msg : FailMsgParams multi single : SingleParams base_snd tot_map : MultiSingleParamsTotalMap multi base_snd me : name map_congr : MultiSingleParamsTotalMapCongruency single tot_map me new_msg : NewMsgParams multi H_net_eq : step_ordered_dynamic_failure_tot_s_net_handlers_eq net : ordered_dynamic_network failed : list name tr : list (name * (input + output)) H_star : step_ordered_dynamic_failure_star step_ordered_dynamic_failure_init            (failed, net) tr d : data H_eq : odnwState net me = Some d The term ""([], step_ordered_dynamic_init)"" has type  ""(list ?A * ordered_dynamic_network)%type"" while it is expected to have type  ""ordered_dynamic_network""."
decomposition_invariant,core/StatePacketPacketDecomposition.v,False,feedback,Wrong bullet +: Expecting -.
map_id_tr,core/GhostSimulations.v,True,,
step_ordered_failure_tot_one_mapped_simulation_1,core/SingleSimulations.v,False,feedback,(in proof step_ordered_failure_tot_one_mapped_simulation_1): Attempt to save an incomplete proof
step_ordered_pt_mapped_simulation_1,core/PartialMapSimulations.v,False,feedback,"Anomaly ""Evar ?X1163 was not declared."" Please report at http://coq.inria.fr/bugs/."
step_ordered_failure_pt_mapped_simulation_1,core/PartialMapSimulations.v,False,feedback,The LHS of H_net'     net'0 does not match any subterm of the goal
lb_step_ordered_dynamic_failure_pt_mapped_simulation_1_non_silent,core/PartialMapExecutionSimulations.v,False,feedback,No such hypothesis: H_net'0
inputs_with_key_plus_key,systems/VarD.v,False,feedback,"Found no subterm matching ""input_key i"" in the current goal."
remove_neq_o,lib/FMapVeryWeak.v,False,feedback,The reference M.find_remove_1 was not found in the current environment.
ack_in_flight_to_primary_backup,systems/Counter.v,False,feedback,"In environment p : packet Hdst : pDst p = backup e : pBody p = ack Heqs : msg_eq_dec (pBody p) ack = left e The term ""backup"" has type ""Name"" while it is expected to have type ""name""."
step_1_star_trace_state_correct,systems/VarD.v,False,feedback,No such hypothesis: H2
LockServ_nwnw_net_handlers_old_new,systems/LiveLockServ.v,False,feedback,(in proof LockServ_nwnw_net_handlers_old_new): Attempt to save an incomplete proof
not_in_map_not_in_failed,core/TotalMapSimulations.v,False,feedback,The reference Classical_Prop.NNPP was not found in the current environment.
pt_ext_map_update_eq,core/PartialExtendedMapSimulations.v,False,feedback,"In environment base_fst, base_snd : BaseParams multi_fst : MultiParams base_fst multi_snd : MultiParams base_snd name_map : MultiParamsNameTotalMap multi_fst multi_snd msg_map : MultiParamsMsgPartialMap multi_fst multi_snd multi_map : MultiParamsPartialExtendedMap multi_fst multi_snd name_map_bijective : MultiParamsNameTotalMapBijective name_map multi_map_congr : MultiParamsPartialExtendedMapCongruency name_map msg_map                     multi_map f : ?A -> ?B Unable to unify ""?A -> ?B"" with  ""let (name, msg, _, _, nodes, _, _, _, _, _) := multi_fst in name""."
step_ordered_dynamic_star_lb_step_reachable,core/LabeledNet.v,False,feedback,The LHS of app_nil_r     (_ ++ []) does not match any subterm of the goal
pt_map_odnet_tot_map_label_event_strong_fairness,core/PartialMapExecutionSimulations.v,False,add_err,Syntax error: [tactic:ltac_use_default] expected after [tactic:tactic] (in [vernac:tactic_command]).
step_1_star_singleton_trace,systems/PrimaryBackup.v,False,feedback,No such hypothesis: H0
lb_step_ordered_failure_tot_mapped_simulation_1,core/TotalMapExecutionSimulations.v,False,feedback,"In environment base_fst, base_snd : BaseParams labeled_multi_fst : LabeledMultiParams base_fst labeled_multi_snd : LabeledMultiParams base_snd base_map : BaseParamsTotalMap base_fst base_snd name_map : MultiParamsNameTotalMap unlabeled_multi_params              unlabeled_multi_params msg_map : MultiParamsMsgTotalMap unlabeled_multi_params             unlabeled_multi_params label_map : LabeledMultiParamsLabelTotalMap labeled_multi_fst               labeled_multi_snd name_map_bijective : MultiParamsNameTotalMapBijective name_map multi_map_congr : MultiParamsTotalMapCongruency base_map name_map msg_map multi_map_lb_congr : LabeledMultiParamsTotalMapCongruency base_map name_map                        msg_map label_map tot_map_label_injective : forall l l' : label,                           tot_map_label l = tot_map_label l' -> l = l' fail_fst : FailureParams unlabeled_multi_params fail_snd : FailureParams unlabeled_multi_params fail_map_congr : FailureParamsTotalMapCongruency fail_fst fail_snd base_map net : ordered_network failed' : list lb_name lb : label ms : list lb_msg d : data l : list (lb_name * lb_msg) from, to : lb_name out : list output H : lb_step_ordered_failure (failed', net) lb       (failed',       {|       onwPackets := collate lb_name_eq_dec to                       (update2 lb_name_eq_dec (onwPackets net) from to ms) l;       onwState := update lb_name_eq_dec (onwState net) to d |})       (map2fst to (List.map inr out)) m : lb_msg H4 : onwPackets net from to = m :: ms H5 : ~ In to failed' H7 : lb_net_handlers to from m (onwState net to) = (lb, out, d, l) The term ""m"" has type ""lb_msg"" while it is expected to have type ""msg""."
step_failure_serialize_simulation_star,systems/SerializedMsgParamsCorrect.v,False,feedback,The LHS of map_app     (map _ (_ ++ _)) does not match any subterm of the goal
reachable_intro,systems/LiveLockServ.v,True,,
refl_trans_n1_1n_trace,core/Net.v,True,,
adjacent_to_irreflexive,core/NameOverlay.v,False,feedback,"Unable to unify ""let (name, msg, _, _, nodes, _, _, _, _, _) := ?P in name"" with  ""(fix fin (n : nat) : Type :=      match n with      | 0 => False      | S n' => option (fin n')      end) n""."
lb_step_execution_lb_step_ordered_dynamic_failure_tot_map_odnet_infseq,core/TotalMapExecutionSimulations.v,False,feedback,Not an inductive product.
In_n_Nodes,systems/LockServ.v,True,,
last_holder'_locked_some_eq,systems/LockServ.v,False,feedback,The reference m was not found in the current environment.
locks_correct_unlock_true_to_false,systems/LockServ.v,False,feedback,The reference update_neq was not found in the current environment.
tot_map_in_snd,core/TotalMapSimulations.v,False,feedback,"Unable to apply lemma of type  ""forall (A B : Type) (f : A -> B) (l : list A) (y : B),   In y (map f l) <-> (exists x : A, f x = y /\ In x l)"" on hypothesis of type  ""(tot_map_name (fst (n, m')), tot_map_msg (snd (n, m'))) = nm""."
locks_correct_true_at_head_of_queue,systems/LiveLockServ.v,True,,
dup_drop_step_star_step_n1,core/DupDropReordering.v,False,feedback,"In environment A : Type A_eq_dec : forall x y : A, {x = y} + {x <> y} l, l'' : list A H : dup_drop_step l l'' The term ""H"" has type ""dup_drop_step l l''"" while it is expected to have type  ""dup_drop_step l'' l''""."
locks_correct_invariant,systems/LiveLockServ.v,False,feedback,"In environment num_Clients : nat Unable to unify  ""composed_invariant step_async_init /\   inductive step_async composed_invariant"" with  ""(fun a : network => locks_correct (nwState a)) step_async_init /\   inductive step_async (fun a : network => locks_correct (nwState a))""."
locks_correct_unlock_at_head,systems/LiveLockServ.v,False,feedback,"In environment num_Clients : nat sigma : name -> data p : packet c : Client_index Hsrc : pSrc p = Client c Hbody : pBody p = Unlock Hheld : held (sigma (Client c)) = false t : list Client_index Hq : queue (sigma Server) = c :: t The term ""c"" has type ""Client_index"" while it is expected to have type  ""queue (sigma Server) = ?c :: ?t""."
network_eq,systems/SeqNumCorrect.v,False,feedback,"In environment orig_base_params : BaseParams orig_multi_params : MultiParams orig_base_params nwPackets : list packet nwState : name -> data nwPackets0 : list packet nwState0 : name -> data H : nwState = nwState0 H0 : nwPackets = nwPackets0 Unable to unify ""{| nwPackets := nwPackets0; nwState := nwState0 |}"" with  ""{| nwPackets := nwPackets; nwState := nwState |}""."
locks_correct_locked_invariant,systems/LiveLockServ.v,True,,
post_net_analyze_sent_packet,core/StatePacketPacketDecomposition.v,True,,
ZOOOPST_cons_intro,systems/PrimaryBackup.v,True,,
Nth_tl,systems/LiveLockServ.v,True,,
NOABT_singleton_inl,systems/PrimaryBackup.v,False,feedback,Cannot find any non-recursive equality over x.
locks_correct_locked_at_head,systems/LockServ.v,False,feedback,Cannot find any non-recursive equality over c'.
pt_map_odnet_tot_map_labeled_event_state_continuously_enabled,core/PartialMapExecutionSimulations.v,False,add_err,Syntax error: [tactic:ltac_use_default] expected after [tactic:tactic] (in [vernac:tactic_command]).
ZOOOPST_singleton_singleton,systems/PrimaryBackup.v,True,,
last_holder'_no_out_extend,systems/LiveLockServ.v,False,feedback,congruence failed.
pt_nodup_perm_map_map_pair_perm,core/PartialMapSimulations.v,False,feedback,Cannot apply lemma (Permutation_NoDup _ _ Hnd)
lb_step_ordered_dynamic_failure_pt_mapped_simulation_1_silent,core/PartialMapExecutionSimulations.v,False,feedback,"In environment base_fst, base_snd : BaseParams labeled_multi_fst : LabeledMultiParams base_fst labeled_multi_snd : LabeledMultiParams base_snd base_map : BaseParamsPartialMap base_fst base_snd name_map : MultiParamsNameTotalMap unlabeled_multi_params              unlabeled_multi_params msg_map : MultiParamsMsgPartialMap unlabeled_multi_params             unlabeled_multi_params label_map : LabeledMultiParamsLabelTotalMap labeled_multi_fst               labeled_multi_snd name_map_bijective : MultiParamsNameTotalMapBijective name_map multi_map_congr : MultiParamsPartialMapCongruency base_map name_map msg_map multi_map_lb_congr : LabeledMultiParamsPartialMapCongruency base_map name_map                        msg_map label_map label_eq_dec : forall x y : label, {x = y} + {x <> y} tot_map_label_injective : forall l l' : label,                           tot_map_label l = tot_map_label l' -> l = l' label_tot_mapped : forall l : label, exists l' : label, l = tot_map_label l' lb_step_ordered_failure_strong_fairness_enabled_pt_map_onet_eventually :  forall l : label, tot_map_label l <> label_silent -> forall   s : infseq         (event (list lb_name * ordered_network) label            (lb_name * (input + output))), lb_step_execution lb_step_ordered_failure s -> strong_fairness lb_step_ordered_failure label_silent s -> enabled lb_step_ordered_failure (tot_map_label l) (pt_map_onet_event (hd s)) -> eventually (now (enabled lb_step_ordered_failure l)) s lb_step_ordered_failure_weak_fairness_always_enabled_pt_map_onet_continuously :  forall l : label, tot_map_label l <> label_silent -> forall   s : infseq         (event (list lb_name * ordered_network) label            (lb_name * (input + output))), lb_step_execution lb_step_ordered_failure s -> weak_fairness lb_step_ordered_failure label_silent s -> always (now (enabled lb_step_ordered_failure (tot_map_label l)))   (map pt_map_onet_event s) -> continuously (now (enabled lb_step_ordered_failure l)) s overlay_fst : NameOverlayParams unlabeled_multi_params overlay_snd : NameOverlayParams unlabeled_multi_params overlay_map_congr : NameOverlayParamsTotalMapCongruency overlay_fst                       overlay_snd name_map fail_msg_fst : FailMsgParams unlabeled_multi_params fail_msg_snd : FailMsgParams unlabeled_multi_params fail_msg_map_congr : FailMsgParamsPartialMapCongruency fail_msg_fst                        fail_msg_snd msg_map net : ordered_dynamic_network failed' : list lb_name lb : label H : tot_map_label lb = label_silent ms : list lb_msg d' : data l : list (lb_name * lb_msg) from, to : lb_name out : list output H0 : lb_step_ordered_dynamic_failure (failed', net) lb        (failed',        {|        odnwNodes := odnwNodes net;        odnwPackets := collate lb_name_eq_dec to                         (update2 lb_name_eq_dec (odnwPackets net) from to ms)                         l;        odnwState := update lb_name_eq_dec (odnwState net) to (Some d') |})        (map2fst to (List.map inr out)) m : lb_msg d : data H5 : ~ In to failed' H6 : In to (odnwNodes net) H7 : odnwState net to = Some d H8 : odnwPackets net from to = m :: ms H10 : lb_net_handlers to from m d = (lb, out, d', l) Unable to unify  ""pt_map_odnet     {|     odnwNodes := odnwNodes net;     odnwPackets := collate lb_name_eq_dec to                      (update2 lb_name_eq_dec (odnwPackets net) from to ms) l;     odnwState := update lb_name_eq_dec (odnwState net) to (Some d') |}"" with ""pt_map_odnet net""."
in_failed_exclude,core/TotalMapSimulations.v,False,feedback,"Unable to apply lemma of type  ""In (tot_map_name_inv n) (remove_all name_eq_dec failed' ns) ->   ~ In (tot_map_name_inv n) failed' /\ In (tot_map_name_inv n) ns"" on hypothesis of type  ""In (tot_map_name_inv n)     (remove_all name_eq_dec failed' (remove name_eq_dec f ns))""."
disk_correct_invariant,systems/LogCorrect.v,False,feedback,"In environment orig_base_params : BaseParams orig_multi_params : MultiParams orig_base_params orig_failure_params : FailureParams orig_multi_params data_serializer : Serializer data name_serializer : Serializer name msg_serializer : Serializer msg input_serializer : Serializer input snapshot_interval : nat nwdoPackets : list do_packet nwdoState : name -> log_state nwdoDisk : name -> do_disk log_files failed : list name x : list name * do_network h : name The term ""h"" has type ""name"" while it is expected to have type ""do_name""."
collate_pt_map_update2_eq,core/PartialMapSimulations.v,False,feedback,The LHS of collate_pt_map_eq     (fun src dst : name =>      filterMap pt_map_msg        (collate name_eq_dec _ _ _ (tot_map_name_inv src)           (tot_map_name_inv dst))) does not match any subterm of the goal
step_failure_pt_mapped_simulation_star_1,core/PartialMapSimulations.v,False,feedback,"No assumption in (exists tr' : list (name * (input + list output)),                     step_failure_star step_failure_init                       (map tot_map_name failed, pt_map_net net) tr' /\                     filterMap trace_non_empty_out                       (filterMap pt_map_trace_occ (net2 ++ tr1)) =                     filterMap trace_non_empty_out tr')"
correspond_preserved_primary_apply_entry,systems/PrimaryBackup.v,False,feedback,Not an inductive product.
reghost_deghost_partial_inverses,core/GhostSimulations.v,False,feedback,"In environment base_params : BaseParams multi_params : MultiParams base_params failure_params : FailureParams multi_params ghost_params : GhostMultiParams multi_params Unable to unify ""forall x : ?A, ?M1622 x = ?M1623 x"" with  ""network""."
LockServ_nwnw_input_handlers_old_new,systems/LiveLockServ.v,False,feedback,"Illegal application (Non-functional construction):  The expression ""InputHandler_cases ?h ?i ?st ?e"" of type  ""(exists c : Client_index,      ?h = Client c /\      (?i = Lock /\ ?out = [] /\ ?st' = ?st /\ ?ms = [(Server, Lock)] \/       ?i = Unlock /\       ?out = [] /\       held ?st' = false /\       (held ?st = true /\ ?ms = [(Server, Unlock)] \/ ?st' = ?st /\ ?ms = []))) \/   ?out = [] /\ ?st' = ?st /\ ?ms = []"" cannot be applied to the term  ""?y"" : ""?T"""
step_async_pt_ext_mapped_simulation_star_1,core/PartialExtendedMapSimulations.v,False,feedback,"In environment base_fst, base_snd : BaseParams multi_fst : MultiParams base_fst multi_snd : MultiParams base_snd name_map : MultiParamsNameTotalMap multi_fst multi_snd msg_map : MultiParamsMsgPartialMap multi_fst multi_snd multi_map : MultiParamsPartialExtendedMap multi_fst multi_snd name_map_bijective : MultiParamsNameTotalMapBijective name_map multi_map_congr : MultiParamsPartialExtendedMapCongruency name_map msg_map                     multi_map x : network Unable to unify ""pt_ext_map_net x"" with ""step_async_init""."
filterMap_pt_map_trace_ev_outputs_eq,core/PartialMapSimulations.v,False,feedback,No such goal.
locked_in_flight_all_clients_false,systems/LockServ.v,False,feedback,Cannot find an homogeneous relation to rewrite.
locks_correct_invariant,systems/LockServ.v,True,,
tot_map_odnet_hd_step_ordered_dynamic_failure_star_always,core/TotalMapExecutionSimulations.v,False,feedback,The reference always_now_always was not found in the current environment.
last_holder_some_unlock_inv,systems/LiveLockServ.v,False,add_err,Syntax Error: Lexer: Undefined token
in_map_pair_adjacent_to,core/TotalMapSimulations.v,True,,
NOABT_app,systems/PrimaryBackup.v,True,,
revert_trace_app,systems/PrimaryBackup.v,True,,
locks_correct_unlock_sent_locked,systems/LiveLockServ.v,True,,
map_eq_name_eq_eq,core/TotalMapSimulations.v,False,feedback,"In environment base_fst, base_snd : BaseParams multi_fst : MultiParams base_fst multi_snd : MultiParams base_snd base_map : BaseParamsTotalMap base_fst base_snd name_map : MultiParamsNameTotalMap multi_fst multi_snd msg_map : MultiParamsMsgTotalMap multi_fst multi_snd name_map_bijective : MultiParamsNameTotalMapBijective name_map multi_map_congr : MultiParamsTotalMapCongruency base_map name_map msg_map tot_map_output_injective : forall o o' : output,                            tot_map_output o = tot_map_output o' -> o = o' fail_fst : FailureParams multi_fst fail_snd : FailureParams multi_snd fail_map_congr : FailureParamsTotalMapCongruency fail_fst fail_snd base_map a : name l : list name a' : name l' : list name H : map tot_map_name (a :: l) = map tot_map_name (a' :: l') IH : map tot_map_name l = map tot_map_name (a' :: l') -> l = a' :: l' H1 : tot_map_name a = tot_map_name a' H2 : map tot_map_name l = map tot_map_name l' Unable to unify ""l = a' :: l'"" with ""l = l'""."
last_holder'_input_inv,systems/LiveLockServ.v,False,feedback,congruence failed.
snoc_at_head_of_queue_preserved,systems/LiveLockServ.v,False,feedback,"Found no subterm matching ""queue st'"" in the current goal."
post_input_analyze_sent_packet,core/StatePacketPacketDecomposition.v,True,,
NOABT_singleton_inr_read_response,systems/PrimaryBackup.v,False,feedback,Nothing to inject.
InputHandler_lbcases,systems/LiveLockServ.v,False,feedback,The reference st was not found in the current environment.
processPackets_ge_start,systems/SeqNumCorrect.v,False,feedback,"Unable to apply lemma of type  ""(n'', pkts) =   (S n'', (fst p', {| tmNum := n''; tmMsg := snd p' |}) :: pkts) ->   n <= tmNum (snd p)"" on hypothesis of type  ""processPackets n ps = (n'', pkts)""."
locked_in_flight_all_clients_false,systems/LiveLockServ.v,True,,
processInputs_cons_defn,systems/PrimaryBackup.v,True,,
locks_correct_true_at_head_of_queue,systems/LockServ.v,False,feedback,"In environment num_Clients : nat sigma : name -> data x : Client_index t : list Client_index Hq : queue (sigma Server) = x :: t Hheld : held (sigma (Client x)) = true The term ""x"" has type ""Client_index"" while it is expected to have type  ""queue (sigma Server) = ?c :: ?t""."
filterMap_pt_map_name_msg_empty_eq,core/PartialMapSimulations.v,False,feedback,No primitive equality found.
all_Names_Nodes,systems/Counter.v,True,,
outputs_1_on_nil,systems/PrimaryBackup.v,True,,
ServerNetHandler_cases,systems/LockServ.v,False,feedback,The reference handler_simpl was not found in the current environment.
processInputs_app,systems/PrimaryBackup.v,False,feedback,The reference i was not found in the current environment.
